# Cyanide Concentration,coordinate,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std
0.1,2,139.5792593,125.835679,149.9081481,7.088454493,6.993844637,6.577361682,137.1965432,41.03271605,149.9081481,1.859613102,3.291521661,6.577361682,139.5692593,137.907037,117.1051852,6.941289466,0.665276225,0.880683112,132.6648148,6.945990692
0.1,3,127.9483951,114.5114815,144.1141975,6.137462671,6.0321764,6.263921456,133.8123457,52.43691358,144.1141975,1.746345936,2.928378872,6.263921456,128.6667901,139.2106173,113.735679,6.138963464,0.887546689,0.845838671,121.8919753,6.030053113
0.1,4,149.3790123,133.7109877,159.6525926,7.096812292,7.462783565,6.770108553,138.1582716,41.53333333,159.6525926,1.547083908,3.663803596,6.770108553,147.8432099,138.8916049,116.4834568,7.214379302,0.922344646,0.871410323,141.3909877,7.221185756
0.1,5,144.3345679,132.5492593,160.0307407,6.1437243,6.106294522,5.752115505,132.8858025,43.83950617,160.0307407,2.23146321,3.274732258,5.752115505,146.057284,137.878642,115.055679,5.966795159,1.074835908,0.730963238,139.2188889,5.961159366
0.1,6,127.5423457,115.3076543,145.0595062,6.365905282,6.638675733,6.465380915,132.3841975,52.3791358,145.0595062,1.667865394,3.362477664,6.465380915,129.2577778,138.6817284,113.4806173,6.652334223,0.92985435,0.761411694,122.362716,6.523597624
0.1,7,129.2660494,115.284321,146.877037,7.548588811,7.543423338,7.403782224,133.472716,54.96790123,146.877037,1.34939265,3.921099215,7.403782224,129.8139506,139.7896296,112.772963,7.619100621,0.857755389,0.8725922,122.971358,7.47636073
0.1,8,142.0265432,132.2117284,161.5459259,7.830466719,8.569886164,8.109923167,129.8602469,46.47641975,161.5459259,1.775755777,3.393575924,8.109923167,145.4835802,137.4777778,113.844321,8.129604611,0.853098926,0.557406779,138.631358,8.229435538
0.1,9,135.2949383,122.1067901,152.5391358,7.486649785,7.649647991,7.117519629,133.1174074,51.00197531,152.5391358,1.848701431,3.890760953,7.117519629,136.4024691,139.1651852,113.4435802,7.470864814,1.022281533,0.873704768,129.5060494,7.46113141
0.2,2,139.8796296,121.6208642,153.7037037,7.230880612,7.659099921,7.553830595,137.1951852,53.36407407,153.7037037,1.121199326,3.189785889,7.553830595,137.1860494,141.4833333,113.26,7.528764786,0.714985107,0.542336054,130.6651852,7.529595781
0.2,3,139.9495062,124.3675309,153.8123457,8.731186816,8.948817845,8.967876591,136.2175309,48.96641975,153.8123457,0.805744087,3.923919466,8.967876591,138.9169136,139.8402469,114.4351852,8.814879976,0.825614586,1.007562284,132.442716,8.88471027
0.2,4,151.2207407,131.4348148,163.4554321,7.043229089,6.941862473,6.83060389,138.5655556,50.05308642,163.4554321,0.988963168,2.714323526,6.83060389,147.1433333,141.607037,113.8528395,6.741273188,0.677886957,0.693762749,140.8576543,6.936723489
0.2,5,151.9090123,135.3781481,166.455679,6.888153564,6.853571946,6.650304818,136.17,47.69098765,166.455679,1.20343695,2.946970449,6.650304818,150.1128395,140.4382716,113.8550617,6.652214564,0.804626729,0.816635863,143.9381481,6.776794211
0.2,6,137.5508642,123.9074074,157.2022222,6.259353928,6.194048872,5.692368294,132.4545679,54.09037037,157.2022222,1.702803824,3.809958505,5.692368294,138.5067901,139.9309877,111.9580247,6.08869248,0.892798492,1.109761869,131.7106173,6.077662876
0.2,7,135.0148148,117.5308642,149.7854321,7.898071512,7.874707786,7.577216344,136.3960494,55.07246914,149.7854321,1.800187699,3.844644513,7.577216344,132.8817284,141.2450617,112.9417284,7.83410316,1.154623153,0.614686089,126.4516049,7.772125161
0.2,8,140.2107407,124.9774074,156.8260494,6.750466518,7.127194187,6.721679533,134.6174074,51.89864198,156.8260494,1.166896568,3.504208846,6.721679533,139.8135802,140.1990123,113.0496296,6.918935426,0.808992064,0.832373439,133.0892593,6.909150004
0.2,9,132.104321,119.947037,157.1669136,6.624261885,6.761786955,6.447933278,129.6816049,60.50259259,157.1669136,1.50373441,3.559944263,6.447933278,134.5201235,140.5239506,109.5948148,6.67105152,0.867403788,0.810135046,127.842963,6.620415944
0.5,2,155.6602469,139.82,170.3174074,6.974034731,7.270127956,6.687402433,135.9119753,45.77790123,170.3174074,1.101975689,3.239826324,6.687402433,154.2108642,139.9882716,114.2179012,6.939917137,0.865518171,0.780345311,148.09,7.080833023
0.5,3,134.0435802,116.9432099,154.3639506,5.86546301,5.973789216,5.542997736,133.6123457,61.90444444,154.3639506,1.012560953,3.6085981,5.542997736,132.6053086,142.3459259,110.184321,5.858845499,0.762121435,0.784401066,126.3504938,5.831628831
0.5,4,148.0676543,129.1651852,162.4162963,6.535741482,7.109036001,6.45279391,137.0506173,52.30814815,162.4162963,1.144889175,3.827432854,6.45279391,144.8216049,141.6887654,112.947037,6.729016026,0.983968888,0.885289859,138.6177778,6.780660953
0.5,5,164.4561728,149.8534568,177.9344444,7.009952725,7.362509747,6.244683566,135.8422222,40.33061728,177.9344444,0.74902076,4.013043654,6.244683566,163.4645679,138.7966667,115.2740741,6.977838207,0.865961964,0.975600831,157.4101235,7.062783436
0.5,6,149.0292593,134.8590123,168.9055556,5.80117129,6.288898627,5.81004611,132.5046914,51.48876543,168.9055556,1.381572808,3.366537908,5.81004611,149.4411111,140.0885185,112.0217284,5.972683806,0.891491483,0.977662607,142.9196296,6.017225058
0.5,7,135.3124691,115.74,149.1475309,7.479371967,7.841488584,7.596756135,137.5469136,57.27259259,149.1475309,2.085433692,4.019337756,7.596756135,131.627284,142.2620988,112.6723457,7.690765428,1.313865484,0.636774805,125.3835802,7.605904271
0.5,8,151.0850617,138.638642,169.7017284,7.853633212,8.130686463,7.460293045,132.058642,46.81197531,169.7017284,1.400050487,3.61189117,7.460293045,152.4279012,138.9503704,113.4241975,7.744029116,0.844886499,0.807866974,145.9135802,7.942645532
0.5,9,141.8055556,125.8088889,163.8392593,7.497215532,7.748788515,7.294549932,132.6244444,59.3554321,163.8392593,1.297935683,4.075153727,7.294549932,141.2532099,141.8923457,109.9617284,7.537803218,0.9265711,0.953624392,134.8707407,7.541847578
1,2,145.2833333,133.2316049,160.7953086,6.8968301,7.973764923,7.077181396,133.155679,43.83135802,160.7953086,2.28701889,4.225402823,7.077181396,146.7644444,138.017037,115.0450617,7.510359594,1.208593146,0.912096518,140.0002469,7.467542934
1,3,148.1734568,135.9307407,166.5746914,6.353022934,6.797241139,6.3046114,132.0195062,46.99814815,166.5746914,1.522867585,2.94398261,6.3046114,149.6897531,138.7624691,113.6291358,6.384310915,0.805918739,0.692278752,143.1154321,6.627058925
1,4,158.8108642,144.8096296,168.7465432,8.259691232,8.043066555,7.276146155,137.7287654,36.31469136,168.7465432,2.241557485,3.364719858,7.276146155,158.1554321,137.8496296,117.382963,7.700579672,0.603370051,0.909622693,151.7160494,7.978620457
1,5,172.4728395,157.4258025,182.3223457,6.255812356,6.365380976,5.598714088,138.2246914,34.87123457,182.3223457,1.264474796,2.877985785,5.598714088,170.6875309,138.3044444,117.1398765,6.025052027,0.694354661,0.783669737,164.8065432,6.210264832
1,6,152.2580247,145.1916049,173.737284,6.061401138,6.222407032,5.962298631,127.0634568,41.98851852,173.737284,1.881993401,2.390152953,5.962298631,157.5138272,136.4075309,113.9350617,6.031086663,0.783450788,0.364105952,150.571358,6.062938975
1,7,129.6577778,117.4730864,147.3435802,6.908639787,7.112596484,7.003128191,132.2977778,51.79345679,147.3435802,2.02306942,3.071000424,7.003128191,131.4218519,138.6864198,113.4780247,7.102664534,0.906594916,0.687730962,124.5369136,6.987678422
1,8,167.8924691,156.0462963,185.7495062,6.865581905,7.026331769,6.865792357,131.9725926,40.82641975,185.7495062,1.261975502,2.312818444,6.865792357,169.0481481,138.2,114.144321,6.692369178,0.673850187,0.459238334,163.0030864,6.95902401
1,9,141.2593827,132.377284,162.5414815,9.26330899,9.62263933,9.23356105,128.6987654,47.52703704,162.5414815,1.98422755,4.387258191,9.23356105,145.4198765,137.5224691,113.2604938,9.440267049,1.130001126,0.945055882,138.5062963,9.421309435
2,2,154.1533333,141.251358,165.1690123,6.056967827,6.155076546,5.846953645,136.1520988,36.99333333,165.1690123,1.787909129,2.637377111,5.846953645,154.5258025,137.5435802,117.2365432,5.870554344,0.648799097,0.795883174,147.8435802,6.05494203
2,3,146.6664198,134.5455556,165.0566667,6.859063268,7.406371881,7.048237587,131.9349383,47.25185185,165.0566667,1.45367616,3.11286106,7.048237587,148.3054321,138.6675309,113.6739506,6.987045871,0.838109323,0.702368443,141.7107407,7.203165161
2,4,156.5114815,144.6214815,171.3460494,7.282974669,8.14159767,7.444071496,133.3734568,39.88864198,171.3460494,1.858158295,3.529864738,7.444071496,157.7898765,137.6391358,115.4846914,7.582666799,0.92963513,0.735443238,151.254321,7.779333962
2,5,162.8464198,153.2244444,179.301358,6.816310741,7.121918524,6.314898952,131.0251852,37.15135802,179.301358,1.188674032,3.416995198,6.314898952,165.5430864,136.7153086,115.661358,6.679856977,0.832332861,1.005055435,159.0874074,6.887456084
2,6,152.1355556,144.0911111,175.7196296,6.874457644,7.332144348,6.152107728,127.5803704,46.00049383,175.7196296,1.606494492,4.406560738,6.152107728,156.9135802,137.494321,112.5753086,6.834295381,1.150348244,1.146603235,150.1559259,6.980467153
2,7,144.0024691,132.6248148,165.39,8.637143093,9.024704176,8.632418012,130.4106173,50.69345679,165.39,1.573087195,4.062928659,8.632418012,146.5565432,139.0617284,112.2204938,8.748129276,0.925171709,0.976147506,139.7481481,8.811736157
2,8,160.947284,151.1249383,180.6525926,7.89890202,8.051758204,7.348455751,129.8650617,41.79506173,180.6525926,1.747573714,3.137660575,7.348455751,163.8335802,137.4995062,113.9707407,7.658156841,0.816874352,0.658474252,157.58,7.865263214
2,9,138.0581481,127.5959259,165.0930864,7.69543405,7.889362001,7.537984576,128.138642,58.07777778,165.0930864,1.551395432,3.690244062,7.537984576,141.8023457,139.8506173,109.497037,7.640668927,0.992144884,0.803612898,135.0264198,7.717611303
3,2,162.892716,159.377037,185.6541975,6.224402101,6.296506271,5.969949514,123.7819753,36.11938272,185.6541975,0.687361065,2.229808078,5.969949514,170.1718519,134.6912346,115.0993827,6.064741068,0.542829539,0.686285125,163.2082716,6.224519871
3,3,159.4658025,155.9245679,182.1119753,5.904607191,6.097165006,5.703231036,123.8295062,36.69765432,182.1119753,0.77072581,2.421573701,5.703231036,166.8159259,134.6709877,115.1020988,5.824814367,0.587963854,0.771927547,159.747037,5.99436648
3,4,148.0855556,139.0020988,167.1201235,8.466708297,8.853659105,8.48609698,129.5639506,43.07246914,167.1201235,1.799241046,4.173379195,8.48609698,151.7991358,137.0107407,114.4809877,8.645702522,1.009587714,0.809974249,145.0637037,8.630287815
3,5,180.4298765,176.845679,197.2858025,5.436992291,5.688596984,5.124058086,125.3188889,26.4391358,197.2858025,1.338937758,2.028104812,5.124058086,186.3506173,133.3025926,118.2396296,5.276318476,0.471842404,0.727576638,180.1464198,5.540650519
3,6,177.0438272,176.2920988,198.148642,4.85871295,4.768426175,4.429266236,121.1604938,28.76358025,198.148642,2.483460301,1.49898139,4.429266236,185.3595062,132.7135802,116.9875309,4.370200973,0.785949624,0.534921318,179.0016049,4.639856574
3,7,158.458642,154.378642,182.0080247,6.541634419,6.942423751,6.446402752,124.1087654,38.76222222,182.0080247,1.046521437,2.746401461,6.446402752,165.6014815,135.1904938,114.3276543,6.608856592,0.61474355,0.859400123,158.6085185,6.704702719
3,8,163.0462963,160.0482716,186.7274074,6.792021817,7.255956479,6.602058373,123.1650617,36.4954321,186.7274074,1.329917498,2.830539603,6.602058373,170.7720988,134.5683951,114.7853086,6.832812034,0.840128527,0.845733791,163.8632099,7.014222206
4,2,143.3471605,128.4659259,159.5722222,7.360637592,7.684661615,7.414623106,134.6682716,49.82493827,159.5722222,0.985678046,3.18382801,7.414623106,143.0496296,139.9580247,113.5898765,7.415216661,0.642691908,0.623962831,136.4062963,7.526036116
4,3,140.4985185,125.6320988,156.8197531,6.268350662,6.376883932,6.202058992,134.6364198,50.78259259,156.8197531,1.003466595,2.665512379,6.202058992,140.3851852,139.9528395,113.3828395,6.195301109,0.595039649,0.671631025,133.5787654,6.28602946
4,4,140.1392593,122.1881481,151.4133333,7.156874581,7.29206623,6.65272765,138.4971605,49.3354321,151.4133333,1.361414238,3.984563284,6.65272765,137.2690123,140.6077778,114.9203704,7.107957826,0.904782219,0.980402971,130.8659259,7.148965181
4,5,149.3780247,129.1353086,158.9724691,6.83973944,6.858658597,6.234163746,140.342716,47.94271605,158.9724691,2.210318681,3.948173828,6.234163746,144.7328395,141.4692593,114.9511111,6.624327263,0.730072342,1.176762665,138.534321,6.698050746
4,6,136.8406173,124.6606173,157.4020988,5.996431417,6.166536905,5.691420491,131.2290123,53.13975309,157.4020988,2.024973162,3.398943182,5.691420491,138.9185185,139.3503704,112.0467901,5.948609364,0.936611234,0.969616606,132.0048148,5.97247609
4,7,133.1169136,117.8934568,149.3785185,7.448061168,7.622133569,7.322816215,134.8161728,53.88135802,149.3785185,0.937904241,3.76761681,7.322816215,132.7217284,140.2007407,112.9914815,7.567186928,0.732457015,0.776539667,126.0235802,7.507629832
4,8,141.2959259,124.4677778,157.7959259,8.651051927,8.599272077,8.357547528,135.247037,54.04950617,157.7959259,1.161771683,4.19378064,8.357547528,139.6233333,141.041358,112.4182716,8.583747131,0.887856697,0.856989837,133.2940741,8.564047125
4,9,136.2438272,121.7834568,158.1675309,6.388216789,7.331465951,6.47025159,131.8112346,58.79617284,158.1675309,2.001307525,4.443062026,6.47025159,136.6883951,141.0685185,110.4462963,6.924223976,1.392527333,0.937927772,130.2176543,6.882876188
5,2,150.8632099,130.6680247,160.561358,5.892686789,5.845081486,5.643421879,140.0603704,47.52790123,160.561358,1.208380147,3.000055438,5.643421879,146.2040741,141.4609877,114.9859259,5.709118389,0.634858991,0.896109255,140.1223457,5.774953962
5,3,135.0081481,116.9723457,148.6374074,6.97874606,6.520242037,6.510258434,137.2317284,54.42382716,148.6374074,1.299954691,2.842143196,6.510258434,132.4490123,141.3344444,113.3555556,6.686377732,0.759872471,0.644252845,125.9109877,6.543254203
5,4,154.0091358,138.0534568,166.4833333,6.464082377,6.861935202,6.491387932,137.067284,43.65024691,166.4833333,1.112683901,3.356919324,6.491387932,152.3481481,139.5295062,115.2437037,6.527928814,1.004431417,0.831399897,146.0638272,6.657920201
5,5,164.6123457,150.1504938,175.7540741,8.371370711,9.072026929,7.756925345,137.0097531,37.30024691,175.7540741,1.530925223,4.221195774,7.756925345,163.5318519,138.2517284,116.6093827,8.505530388,1.04336385,0.943338366,157.3666667,8.657266982
5,6,139.3961728,127.5820988,157.5151852,6.468877833,6.663076851,6.51053403,131.8520988,48.55135802,157.5151852,1.228710773,2.555884884,6.51053403,141.4679012,138.3948148,113.7622222,6.450463227,0.676718865,0.561527898,134.5932099,6.574272964
5,7,138.9801235,124.1235802,152.3788889,7.751238849,7.684112969,7.52905639,136.0218519,47.38,152.3788889,1.010019693,4.06299713,7.52905639,138.407037,139.2946914,114.9253086,7.651216307,0.945396365,1.105084307,131.7981481,7.643208655
5,8,146.2095062,131.6855556,160.4261728,7.057781521,7.392155585,6.96615142,135.4449383,45.78074074,160.4261728,1.143227102,3.76279046,6.96615142,145.8376543,139.1328395,114.8012346,7.19951572,0.915508675,0.915975339,139.351358,7.172685113
5,9,137.8964198,123.5054321,153.998642,7.031833228,7.713742434,7.767842742,134.4198765,50.60160494,153.998642,2.15329205,3.351494583,7.767842742,138.042963,139.625679,113.6734568,7.526882266,0.917663348,0.907261053,131.2209877,7.443817819
6,3,146.6602469,133.0725926,169.9558025,6.580601867,6.340281915,5.842565998,131.067037,55.42802469,169.9558025,1.484928351,3.134062925,5.842565998,147.7496296,140.6154321,110.4298765,6.227321808,0.784657745,0.879896871,141.3349383,6.279029496
6,4,147.6248148,130.1782716,163.2024691,6.758011361,7.159993239,6.515830207,135.9035802,51.72308642,163.2024691,1.107086945,3.609963627,6.515830207,145.364321,141.1666667,112.7824691,6.905302031,0.888819442,0.807580644,139.2311111,6.936229452
6,5,166.2645679,149.2739506,176.9790123,6.049487592,6.021126423,5.718827818,138.4541975,39.9682716,176.9790123,1.485651841,2.718134023,5.718827818,163.5132099,139.5148148,115.8565432,5.801847157,1.001062536,0.709138167,157.5158025,5.911831381
6,6,133.4382716,120.1741975,159.752963,5.747636506,5.936965256,5.642942483,129.9504938,63.28123457,159.752963,1.40154888,3.382258498,5.642942483,135.3466667,141.33,108.4979012,5.774107381,0.909409658,0.69094356,128.5897531,5.778565646
6,7,133.6201235,118.1017284,153.4411111,6.97145963,7.018900197,6.928995349,133.181358,58.82345679,153.4411111,0.967788944,3.993413454,6.928995349,133.1377778,141.2206173,111.0869136,6.998044171,0.911839608,0.975047504,126.7434568,6.943679097
6,8,147.9928395,131.0175309,168.6350617,6.875485031,7.399061591,7.102627252,133.4753086,57.01654321,168.6350617,0.975253163,3.433275498,7.102627252,146.4846914,141.9702469,110.4464198,7.071182185,0.846038664,0.751274323,140.3875309,7.157837288
6,9,131.6450617,115.4153086,157.2854321,7.160596503,6.977520357,6.756725785,131.6177778,68.02888889,157.2854321,1.074315171,4.033092126,6.756725785,131.2867901,142.9679012,107.8080247,6.992366089,0.856468079,0.82734727,124.977037,6.979579818
7,2,146.8523457,132.7535802,164.6897531,5.977090062,6.313029307,5.837462554,133.4419753,49.55345679,164.6897531,0.90210511,3.258263061,5.837462554,147.2475309,139.6704938,113.11,6.043900104,0.632411417,0.837323042,140.4324691,6.11720969
7,3,135.1664198,120.5890123,156.2875309,6.036101945,6.268998996,5.984850634,132.2334568,58.3182716,156.2875309,1.142421795,3.660963507,5.984850634,135.5144444,140.9608642,110.7797531,6.17457261,1.020928768,0.855272645,128.968642,6.104461383
7,4,138.7517284,124.2746914,151.5230864,5.613890685,5.982070038,5.54513114,136.0838272,45.89802469,151.5230864,0.90253972,3.539787404,5.54513114,138.4079012,138.8934568,115.435679,5.846981856,0.934856773,0.906321337,131.6944444,5.772890561
7,5,158.5075309,144.0571605,171.7019753,5.477276748,5.629886461,5.334474049,135.8930864,41.13320988,171.7019753,0.79079682,2.905704618,5.334474049,157.8334568,138.5904938,115.4418519,5.375715091,0.693414171,0.66921847,151.5504938,5.494468015
7,6,134.877037,123.4201235,159.9922222,6.039678768,6.559088689,6.382407437,129.3225926,58.38271605,159.9922222,1.304695488,3.191570306,6.382407437,137.727284,140.0367901,109.9749383,6.357600392,0.783552888,0.79891226,131.0539506,6.349039235
7,7,138.3233333,125.0096296,157.6155556,8.886876092,8.522108133,7.756692371,132.4209877,52.95777778,157.6155556,1.704838144,4.774928866,7.756692371,139.4692593,139.6745679,112.3451852,8.480415678,0.786001051,1.178870679,132.6449383,8.478067874
7,8,132.3549383,119.7909877,151.51,6.722915965,6.750209344,6.853386925,131.8971605,53.4654321,151.51,1.651237272,3.250248252,6.853386925,134.0997531,139.2650617,112.5502469,6.759368437,0.914486462,0.843314266,127.1783951,6.700112576
7,9,130.4862963,120.7865432,157.2204938,7.562264006,7.913669477,7.700025637,127.7892593,59.24024691,157.2204938,1.835495881,3.761771311,7.700025637,134.7906173,139.4944444,109.7082716,7.780466892,0.967033774,0.849229557,127.9339506,7.717093929
8,2,146.7862963,131.0850617,158.8098765,8.092360968,8.183621044,7.339435255,137.048642,44.64481481,158.8098765,1.736422996,4.284325901,7.339435255,145.4396296,139.3028395,115.4739506,7.926011864,1.250389307,0.944346634,138.9514815,7.994349333
8,3,134.2241975,118.2241975,149.9181481,6.207868934,6.259440843,6.086016478,135.3893827,54.00851852,149.9181481,0.967871976,2.926726824,6.086016478,133.1896296,140.5340741,112.9998765,6.245262193,0.679287531,0.586578263,126.6897531,6.198758831
8,4,126.1128395,110.2471605,141.1617284,8.178991944,8.313288371,8.534535041,135.6748148,56.01222222,141.1617284,0.986668057,3.727968864,8.534535041,124.9991358,140.4304938,113.2720988,8.520106893,0.722808995,0.579941921,118.5824691,8.254455666
8,5,154.7834568,137.7230864,167.5564198,8.383980781,9.942525469,8.95968485,137.287284,45.61814815,167.5564198,2.25685486,4.738702383,8.95968485,152.3822222,140.2375309,114.6367901,9.206590769,1.44286198,1.001445655,146.2330864,9.274576513
8,6,132.8276543,118.7022222,151.6950617,7.368747866,8.075368432,7.929510458,132.9750617,55.61246914,151.6950617,1.631062763,3.96317214,7.929510458,133.4291358,140.1480247,112.0503704,7.966862883,0.89232104,0.765736061,126.6204938,7.804868677
8,7,136.3912346,114.3012346,149.567284,7.314733801,7.935379348,7.766502385,138.6341975,60.28160494,149.567284,1.560117409,4.28457842,7.766502385,131.0218519,143.5735802,112.1828395,7.74602353,1.100008203,0.721984122,124.9537037,7.664650612
8,8,143.077284,128.0669136,159.1053086,7.159709114,7.513935472,7.273672903,134.7804938,49.85530864,159.1053086,1.088646119,2.939480548,7.273672903,142.6582716,140.0087654,113.6049383,7.238512362,0.684968924,0.518283309,136.0766667,7.312490498
8,9,138.5801235,123.7502469,160.1624691,6.356283951,6.859558974,6.440460364,132.2280247,58.0808642,160.1624691,1.659831852,3.858708828,6.440460364,138.7548148,141.1434568,110.5430864,6.595949582,1.134166535,0.932404488,132.2983951,6.573138183
